geoid,YYYYMM,Sex,Age_Group,total_drug_OD_n,total_opioid_OD_n,total_heroin_OD_n,total_Fentanyl_OD_n,total_stimulant_OD_n,total_Cocaine_OD_n,total_Methamphetamine_OD_n,total_Benzo_OD_n,total_ED_visits
IL,202404,Male,Total,1891,886,397,32,105,57,29,36,199405
AK,202502,Male,35 to 44,21,11,0,4,2,2,0,0,2241
MS,202502,Missing,65+,0,0,0,0,0,0,0,0,4
MN,202501,Male,0 to 10,22,1,0,1,0,0,0,0,10932
MA,202502,Total,0 to 10,65,1,0,1,2,0,0,0,25105
LA,202501,Male,15 to 24,59,6,0,1,1,1,0,2,9717
MD,202502,Male,55 to 64,116,60,5,7,2,2,0,0,11649
SC,202402,Female,35 to 44,62,18,0,5,4,2,0,5,12052
ME,202401,Missing,65+,4,0,0,0,0,0,0,0,2766
NC,202401,Female,65+,195,62,0,3,7,7,0,6,59164
MN,202402,Total,25 to 34,136,61,1,10,7,3,3,3,12873
ME,202403,Missing,25 to 34,6,4,1,1,2,1,1,0,1257
GA,202401,Male,45 to 54,95,23,0,2,11,6,6,3,19797
CT,202402,Total,Missing,29,14,1,2,1,1,0,1,697
GA,202402,Missing,35 to 44,1,1,0,0,0,0,0,0,6
CT,202402,Female,65+,43,13,0,0,1,1,0,3,22514
RI,202402,Female,55 to 64,11,8,0,1,0,0,0,1,2753
ID,202401,Missing,25 to 34,1,1,0,0,0,0,0,0,6
MD,202401,Female,35 to 44,101,35,2,6,2,1,1,2,13905
AK,202403,Female,0 to 10,3,0,0,0,0,0,0,0,1627
MN,202401,Female,11 to 14,15,0,0,0,0,0,0,0,1427
MD,202403,Female,15 to 24,121,9,1,0,5,1,0,1,12077
TN,202402,Male,Total,1110,435,39,84,99,49,38,19,123358
MD,202402,Missing,11 to 14,0,0,0,0,0,0,0,0,2
LA,202502,Total,15 to 24,132,11,2,1,3,0,1,2,25173
OH,202401,Missing,25 to 34,3,0,0,0,0,0,0,0,11
VA,202402,Male,45 to 54,137,47,5,4,9,6,2,0,15265
PA,202410,Missing,15 to 24,0,0,0,0,0,0,0,0,23
NJ,202410,Missing,Missing,4,0,0,0,0,0,0,0,63
DC,202410,Male,65+,32,20,8,0,2,2,0,1,2765
IN,202409,Missing,65+,0,0,0,0,0,0,0,0,5
IL,202411,Female,11 to 14,45,1,0,0,1,0,0,0,5788
DE,202412,Male,0 to 10,16,0,0,0,1,0,1,0,5552
MA,202410,Total,25 to 34,289,93,5,11,15,10,3,13,35695
NH,202409,Missing,0 to 10,0,0,0,0,0,0,0,0,null
LA,202411,Male,45 to 54,76,27,5,3,5,3,2,1,10362
TX,202401,Female,25 to 34,315,46,6,13,23,6,11,10,101307
VA,202412,Male,Total,717,194,26,21,30,18,3,12,155723
CT,202412,Male,65+,61,28,3,1,0,0,0,1,20184
SD,202412,Missing,55 to 64,0,0,0,0,0,0,0,0,null
NH,202409,Missing,55 to 64,0,0,0,0,0,0,0,0,2
TX,202404,Missing,15 to 24,0,0,0,0,0,0,0,0,25
MO,202410,Female,0 to 10,5,0,0,0,0,0,0,0,13625
MI,202411,Total,Total,1687,406,79,32,104,62,23,52,370334
TN,202410,Female,Missing,58,10,0,3,2,2,0,1,8928
NV,202412,Missing,55 to 64,0,0,0,0,0,0,0,0,2
KS,202411,Total,0 to 10,39,0,0,0,1,0,0,0,13810
IN,202409,Female,35 to 44,131,38,1,1,6,1,5,0,22746
FL,202410,Missing,0 to 10,1,0,0,0,0,0,0,0,23
LA,202410,Missing,Total,3,1,0,0,0,0,0,0,194
HI,202411,Female,Total,71,19,0,2,2,0,1,1,25915
TX,202403,Male,11 to 14,42,4,0,2,2,0,0,1,16722
UT,202409,Total,15 to 24,185,13,0,2,12,0,5,5,11916
DC,202409,Female,0 to 10,7,0,0,0,1,1,0,0,2577
TN,202411,Female,35 to 44,109,38,4,4,6,5,1,0,20233
AR,202410,Total,Missing,1,0,0,0,0,0,0,0,22
MO,202411,Total,25 to 34,130,10,1,5,5,1,4,1,27119
AK,202410,Female,25 to 34,17,5,0,1,0,0,0,0,2628
OR,202410,Female,11 to 14,29,0,0,0,2,0,0,0,1687
MO,202412,Total,15 to 24,109,2,0,2,5,0,4,0,26202
ID,202407,Female,11 to 14,14,0,0,0,2,0,0,0,695
MD,202407,Missing,25 to 34,0,0,0,0,0,0,0,0,13
ID,202408,Female,65+,32,6,0,0,0,0,0,2,8590
ME,202406,Male,15 to 24,10,1,0,0,1,0,0,1,2161
OH,202407,Male,65+,104,21,2,1,4,3,1,0,50662
NV,202406,Total,55 to 64,111,45,1,12,8,0,7,0,15745
WI,202407,Male,65+,67,18,1,2,0,0,0,1,34066
OH,202407,Total,25 to 34,475,140,13,20,17,8,9,5,63381
KY,202406,Female,Total,643,218,32,22,23,2,13,19,107387
MO,202407,Total,25 to 34,151,9,0,7,6,0,5,0,29777
MA,202406,Missing,55 to 64,0,0,0,0,0,0,0,0,11
MS,202408,Total,25 to 34,77,12,2,2,10,2,5,1,17009
SD,202407,Total,45 to 54,9,1,0,0,2,1,1,0,2799
PA,202407,Male,Total,1927,674,73,64,99,62,24,23,220794
NH,202406,Missing,11 to 14,0,0,0,0,0,0,0,0,null
NY,202407,Female,65+,246,49,1,1,2,0,2,10,99193
MI,202408,Female,0 to 10,65,0,0,0,4,1,0,0,12814
NJ,202406,Female,65+,108,28,5,0,1,1,0,5,41777
OH,202408,Female,Missing,9,4,1,0,0,0,0,0,334
FL,202406,Missing,0 to 10,1,1,0,1,0,0,0,0,14
KY,202407,Missing,Missing,0,0,0,0,0,0,0,0,6
FL,202408,Female,55 to 64,294,92,1,7,23,17,4,14,64147
MO,202408,Total,45 to 54,95,6,0,3,10,1,9,2,24977
RI,202406,Missing,45 to 54,0,0,0,0,0,0,0,0,1
VT,202406,Missing,Missing,0,0,0,0,0,0,0,0,3
ID,202408,Missing,35 to 44,0,0,0,0,0,0,0,0,null
FL,202407,Total,Missing,19,0,0,0,1,1,0,0,1175
VT,202407,Female,55 to 64,10,2,0,0,0,0,0,0,1745
AZ,202407,Male,0 to 10,35,2,0,2,1,0,0,0,8323
CT,202405,Total,11 to 14,23,0,0,0,0,0,0,0,6114
WV,202405,Female,15 to 24,41,2,0,1,1,0,1,1,6023
IN,202401,Total,25 to 34,283,102,18,9,17,7,7,5,43413
AZ,202405,Male,25 to 34,233,103,2,46,20,5,7,7,15040
TN,202403,Missing,11 to 14,0,0,0,0,0,0,0,0,null
IL,202402,Male,11 to 14,16,0,0,0,0,0,0,1,6082
TN,202404,Male,Missing,7,2,0,1,0,0,0,0,312
DC,202404,Female,Missing,0,0,0,0,0,0,0,0,20
FL,202405,Missing,45 to 54,1,0,0,0,0,0,0,0,21
FL,202403,Male,0 to 10,171,2,0,1,5,0,1,2,78464
MS,202405,Total,25 to 34,63,14,0,1,13,5,3,1,14862
HI,202406,Female,35 to 44,5,2,0,0,0,0,0,0,2958
NY,202403,Total,0 to 10,219,3,1,0,4,0,1,2,81289
DC,202405,Female,Missing,1,0,0,0,0,0,0,0,33
GA,202405,Total,11 to 14,53,0,0,0,2,0,0,0,10863
MS,202405,Female,65+,39,11,0,1,1,1,0,2,12313
WA,202403,Female,55 to 64,134,84,2,22,8,2,5,3,14449
WV,202404,Female,65+,40,8,0,0,1,0,1,2,13535
AK,202405,Total,45 to 54,40,11,0,2,3,0,1,0,3371
MS,202405,Male,Missing,57,13,0,7,1,0,1,1,11715
NY,202402,Missing,Total,14,6,1,0,0,0,0,0,271
DE,202402,Missing,55 to 64,1,0,0,0,0,0,0,0,2
NJ,202404,Missing,35 to 44,0,0,0,0,0,0,0,0,6
VT,202405,Total,Total,146,35,1,4,4,4,0,3,25764
MI,202501,Male,15 to 24,90,6,0,1,7,4,3,1,16921
OH,202501,Female,Missing,6,2,0,1,0,0,0,0,299
NE,202502,Female,Total,113,6,0,3,0,0,0,2,25369
SC,202502,Missing,45 to 54,0,0,0,0,0,0,0,0,6
OH,202501,Male,Missing,5,0,0,0,0,0,0,0,464
MN,202501,Male,Missing,0,0,0,0,0,0,0,0,12
AL,202502,Total,25 to 34,137,44,5,16,5,2,2,2,25660
NJ,202502,Missing,11 to 14,0,0,0,0,0,0,0,0,null
WI,202501,Female,65+,67,12,0,0,0,0,0,3,37899
FL,202501,Male,11 to 14,28,0,0,0,1,0,0,1,15276
KS,202502,Total,Missing,1,0,0,0,0,0,0,0,45
ID,202502,Total,25 to 34,52,9,0,3,4,1,2,1,6558
MT,202501,Male,Total,91,25,0,7,11,2,5,1,17580
NV,202403,Female,55 to 64,55,19,1,5,0,0,0,0,7500
KY,202502,Missing,Total,0,0,0,0,0,0,0,0,14
AL,202501,Missing,Missing,0,0,0,0,0,0,0,0,429
MA,202501,Total,Missing,13,4,0,0,0,0,0,0,136
MO,202401,Total,45 to 54,85,9,1,4,3,0,3,2,23724
WV,202403,Total,65+,59,19,1,2,0,0,0,1,23694
PA,202401,Total,25 to 34,512,122,16,14,22,10,6,11,61480
TN,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,9
MT,202401,Missing,45 to 54,0,0,0,0,0,0,0,0,null
WV,202402,Male,35 to 44,64,29,4,9,4,0,3,1,4457
AZ,202403,Total,25 to 34,392,158,2,62,28,8,10,5,35288
AL,202403,Female,Total,546,108,7,23,35,13,13,17,102657
MS,202402,Male,0 to 10,27,0,0,0,0,0,0,0,7016
OH,202403,Total,65+,241,45,4,0,4,4,0,1,105845
OH,202403,Male,55 to 64,112,29,3,2,5,3,2,0,25447
MI,202403,Missing,15 to 24,0,0,0,0,0,0,0,0,13
VA,202402,Male,55 to 64,117,48,8,3,5,5,1,2,17921
ME,202402,Male,45 to 54,21,11,2,1,1,1,0,0,2366
PA,202403,Total,15 to 24,371,19,5,3,18,7,4,2,51435
OR,202402,Male,Missing,22,11,0,3,0,0,0,0,193
TN,202401,Missing,11 to 14,0,0,0,0,0,0,0,0,null
WY,202401,Male,11 to 14,1,0,0,0,0,0,0,0,175
WY,202406,Missing,55 to 64,0,0,0,0,0,0,0,0,null
MT,202411,Missing,25 to 34,0,0,0,0,0,0,0,0,3
DE,202411,Male,35 to 44,53,33,3,4,1,0,0,1,2105
HI,202412,Male,15 to 24,14,2,0,1,3,1,0,0,2350
NE,202408,Total,35 to 44,41,3,0,1,5,0,5,4,7615
NE,202412,Missing,11 to 14,0,0,0,0,0,0,0,0,3
NM,202410,Missing,25 to 34,0,0,0,0,0,0,0,0,7
MA,202411,Missing,Missing,2,2,0,0,0,0,0,0,8
AZ,202409,Total,Total,1552,507,2,164,92,25,42,43,245499
WY,202412,Missing,25 to 34,0,0,0,0,0,0,0,0,null
PA,202409,Missing,25 to 34,1,1,1,0,0,0,0,0,29
NE,202410,Male,35 to 44,17,4,0,0,4,0,4,1,2947
NH,202412,Male,15 to 24,12,2,0,1,1,0,1,0,1896
MD,202410,Missing,Missing,6,3,0,2,0,0,0,1,83
OH,202410,Missing,25 to 34,2,2,0,0,0,0,0,0,19
NC,202411,Male,25 to 34,288,103,9,26,17,8,7,4,21792
ME,202411,Missing,25 to 34,4,3,0,1,1,0,1,0,1144
NJ,202412,Missing,35 to 44,0,0,0,0,0,0,0,0,10
HI,202411,Male,Missing,0,0,0,0,0,0,0,0,9
MT,202409,Female,11 to 14,14,0,0,0,0,0,0,0,581
DC,202412,Male,Missing,0,0,0,0,0,0,0,0,37
MA,202410,Male,25 to 34,164,63,1,8,10,7,3,4,15189
GA,202411,Male,65+,66,13,0,0,1,1,0,4,31727
MA,202409,Female,25 to 34,116,41,3,6,6,5,0,4,20357
NJ,202412,Male,Missing,19,3,0,0,0,0,0,0,273
VA,202412,Missing,35 to 44,0,0,0,0,0,0,0,0,11
MI,202412,Female,55 to 64,85,27,2,2,2,2,0,2,23909
WV,202410,Male,35 to 44,46,23,5,4,1,1,0,0,4723
MA,202412,Missing,11 to 14,0,0,0,0,0,0,0,0,2
NH,202409,Total,Total,173,41,7,8,3,0,0,2,44180
AL,202410,Female,Total,544,92,2,17,22,4,13,10,112370
NE,202412,Male,35 to 44,24,5,1,1,0,0,0,0,3235
CT,202409,Male,Total,558,214,26,28,46,37,2,9,80727
DC,202409,Total,Missing,2,2,0,1,1,0,0,0,59
UT,202412,Total,11 to 14,33,0,0,0,1,0,0,1,2522
CT,202407,Male,35 to 44,136,57,6,12,6,5,0,3,10742
VT,202408,Total,65+,26,9,0,1,0,0,0,2,7906
CT,202407,Missing,65+,2,1,0,0,0,0,0,0,24
KY,202408,Total,Total,1295,422,47,52,73,20,35,26,206373
DE,202408,Total,45 to 54,54,37,3,2,4,3,1,0,4826
AR,202406,Total,11 to 14,13,0,0,0,0,0,0,0,1958
SC,202407,Female,Total,399,91,9,14,9,3,5,8,94948
AR,202407,Total,Total,415,42,0,7,28,7,12,19,85555
NY,202408,Female,Missing,13,3,0,0,0,0,0,0,153
UT,202407,Total,Missing,1,1,0,0,0,0,0,0,8
MO,202408,Female,25 to 34,54,3,0,3,2,0,2,0,17179
OR,202408,Female,15 to 24,93,12,0,4,3,0,0,1,9114
NV,202406,Female,35 to 44,81,37,0,13,7,0,6,2,10343
WI,202407,Male,35 to 44,107,38,2,1,1,0,0,2,14234
MT,202407,Missing,25 to 34,0,0,0,0,0,0,0,0,1
IN,202407,Missing,Total,4,1,0,0,0,0,0,0,78
HI,202403,Total,65+,48,20,0,1,1,0,0,0,13316
OH,202404,Total,45 to 54,268,59,6,9,12,8,4,3,48119
AZ,202404,Male,65+,104,37,0,3,2,0,0,2,33540
PA,202404,Male,55 to 64,183,51,4,4,12,11,1,2,28573
GA,202403,Male,Missing,6,3,0,0,0,0,0,0,122
ME,202405,Missing,65+,2,0,0,0,0,0,0,0,2900
OR,202405,Male,Missing,25,12,0,5,0,0,0,0,201
DC,202403,Male,45 to 54,24,7,0,0,1,1,0,0,1658
WI,202402,Male,15 to 24,74,10,3,0,4,2,0,1,10215
NM,202402,Total,65+,37,16,0,0,0,0,0,0,19282
NM,202405,Total,45 to 54,62,24,1,3,8,1,3,0,10576
MS,202403,Total,15 to 24,83,10,1,3,5,1,1,0,13734
NV,202405,Female,11 to 14,16,0,0,0,0,0,0,1,1706
MN,202404,Missing,65+,0,0,0,0,0,0,0,0,6
DE,202401,Total,0 to 10,31,1,1,1,0,0,0,0,7853
VA,202405,Missing,Total,1,0,0,0,0,0,0,0,126
MO,202405,Missing,11 to 14,0,0,0,0,0,0,0,0,47
MN,202405,Male,45 to 54,39,13,0,1,1,0,1,1,6318
MT,202404,Male,35 to 44,16,6,0,3,5,0,3,1,1843
TN,202404,Missing,11 to 14,0,0,0,0,0,0,0,0,null
LA,202404,Missing,15 to 24,0,0,0,0,0,0,0,0,16
NM,202402,Total,25 to 34,87,38,0,10,10,3,2,0,12733
PA,202405,Female,0 to 10,83,2,0,0,2,0,0,1,23082
LA,202403,Total,0 to 10,65,0,0,0,3,0,0,0,25951
UT,202404,Total,11 to 14,37,0,0,0,0,0,0,0,2418
WY,202501,Total,Total,70,6,0,1,3,1,1,3,19890
WY,202502,Total,65+,5,2,0,0,0,0,0,0,4975
GA,202501,Missing,Total,12,0,0,0,1,0,1,0,651
VA,202501,Male,11 to 14,6,0,0,0,0,0,0,0,4147
WA,202502,Male,11 to 14,9,1,0,1,0,0,0,0,3662
MA,202501,Missing,15 to 24,0,0,0,0,0,0,0,0,14
SC,202502,Missing,11 to 14,0,0,0,0,0,0,0,0,1
OH,202502,Missing,0 to 10,0,0,0,0,0,0,0,0,12
IN,202502,Male,Missing,0,0,0,0,0,0,0,0,18
NH,202501,Total,11 to 14,11,1,0,0,0,0,0,0,1674
KY,202502,Female,Missing,0,0,0,0,0,0,0,0,7
RI,202502,Missing,0 to 10,0,0,0,0,0,0,0,0,null
AK,202502,Male,11 to 14,0,0,0,0,0,0,0,0,452
WY,202501,Total,11 to 14,3,0,0,0,0,0,0,0,615
IL,202502,Total,35 to 44,362,141,44,6,30,18,10,15,51669
NC,202502,Missing,Total,27,9,0,7,3,3,0,0,571
SD,202501,Total,Missing,0,0,0,0,0,0,0,0,4
AL,202501,Female,55 to 64,45,17,0,2,1,1,0,3,12593
GA,202502,Female,11 to 14,42,1,0,0,1,0,0,0,4862
TX,202502,Male,35 to 44,370,73,12,12,52,21,22,6,50750
OR,202502,Female,Missing,7,2,0,1,0,0,0,0,115
MN,202501,Total,45 to 54,89,20,0,0,2,0,2,2,18087
NY,202502,Missing,25 to 34,1,0,0,0,0,0,0,0,55
MO,202501,Total,Total,597,26,1,9,23,3,14,4,217841
DE,202502,Female,0 to 10,6,0,0,0,0,0,0,0,3634
VT,202402,Missing,35 to 44,0,0,0,0,0,0,0,0,2
MS,202402,Female,35 to 44,22,5,0,3,1,0,1,0,7854
LA,202402,Female,35 to 44,81,34,5,4,2,0,1,2,15455
MI,202401,Female,35 to 44,138,53,13,1,10,5,3,6,25541
MN,202402,Missing,Missing,1,1,0,0,0,0,0,0,6
MS,202401,Male,55 to 64,25,5,0,2,3,2,1,1,6741
CO,202402,Male,45 to 54,61,29,0,8,5,2,3,0,8557
KY,202402,Total,45 to 54,168,76,12,3,10,2,4,4,22955
CT,202403,Total,0 to 10,38,0,0,0,0,0,0,1,21305
MN,202403,Male,Total,409,147,2,13,15,3,7,3,53518
AL,202402,Total,15 to 24,171,22,0,6,6,1,2,1,22042
CT,202407,Total,Missing,46,23,2,1,1,1,0,1,802
MS,202404,Male,65+,26,5,0,1,3,3,0,0,9340
MI,202402,Female,65+,142,33,4,1,1,0,0,2,50870
AK,202402,Missing,55 to 64,0,0,0,0,0,0,0,0,null
WY,202401,Missing,45 to 54,0,0,0,0,0,0,0,0,null
WY,202401,Male,45 to 54,3,2,0,1,0,0,0,0,513
WY,202406,Missing,Missing,0,0,0,0,0,0,0,0,2
NM,202411,Male,35 to 44,33,10,1,2,5,1,3,1,5400
CO,202412,Missing,15 to 24,0,0,0,0,0,0,0,0,8
IN,202409,Female,15 to 24,157,10,1,2,4,0,2,1,24552
KS,202411,Total,25 to 34,95,14,1,6,14,2,11,1,13317
OR,202411,Total,Total,1056,367,1,107,41,6,29,11,137826
OR,202412,Female,15 to 24,84,11,0,1,1,0,0,0,9904
VA,202411,Female,25 to 34,101,23,2,5,2,2,0,1,29889
TX,202407,Male,Missing,15,2,0,0,0,0,0,0,589
DE,202410,Male,55 to 64,31,20,1,1,2,2,0,0,2606
ME,202411,Female,65+,12,1,0,0,0,0,0,0,8485
KY,202409,Female,0 to 10,26,0,0,0,0,0,0,0,9724
AZ,202410,Total,65+,200,69,0,5,4,1,0,7,68910
GA,202409,Male,25 to 34,185,27,2,6,29,8,18,0,18858
NC,202410,Missing,15 to 24,0,0,0,0,0,0,0,0,28
VT,202411,Female,35 to 44,16,6,0,0,1,1,0,1,1691
MA,202411,Total,25 to 34,301,114,8,17,11,9,1,8,33853
MT,202411,Female,15 to 24,25,2,0,0,0,0,0,0,2450
IL,202409,Total,15 to 24,428,48,10,6,28,11,2,20,53577
ME,202409,Missing,25 to 34,4,2,0,0,0,0,0,0,1208
MT,202409,Total,45 to 54,26,5,0,0,2,0,2,3,4043
IL,202410,Missing,0 to 10,0,0,0,0,0,0,0,0,7
GA,202410,Total,15 to 24,291,40,2,7,8,3,1,2,44745
AK,202409,Male,25 to 34,14,8,2,1,2,0,2,0,2013
NE,202411,Female,Missing,6,0,0,0,0,0,0,0,2355
OR,202411,Male,25 to 34,112,45,0,16,4,1,2,1,7808
DE,202409,Missing,Missing,0,0,0,0,0,0,0,0,null
AZ,202409,Male,15 to 24,114,25,0,9,8,4,1,4,11416
SC,202411,Missing,55 to 64,0,0,0,0,0,0,0,0,11
AR,202409,Male,45 to 54,25,5,0,0,3,3,0,0,4168
PA,202501,Female,Missing,34,18,0,1,0,0,0,0,545
NE,202408,Male,55 to 64,7,3,0,0,0,0,0,0,3201
OH,202410,Female,11 to 14,58,0,0,0,2,0,0,2,7347
KY,202412,Total,35 to 44,173,65,14,11,19,5,11,3,25372
LA,202410,Female,25 to 34,47,9,2,1,1,0,0,1,18813
TX,202402,Missing,Missing,1,0,0,0,0,0,0,0,39
MA,202411,Missing,15 to 24,1,1,0,0,0,0,0,0,20
TN,202411,Female,Total,782,165,16,16,24,12,10,9,160649
SC,202412,Total,Total,722,176,17,31,36,16,11,13,182877
MN,202412,Missing,45 to 54,0,0,0,0,0,0,0,0,5
AK,202412,Female,65+,8,2,0,1,0,0,0,0,3138
MS,202410,Total,55 to 64,45,16,0,0,3,2,0,2,12425
NE,202409,Female,35 to 44,16,0,0,0,0,0,0,0,4239
SD,202409,Male,Total,63,6,1,1,3,0,2,3,12104
MO,202410,Missing,0 to 10,0,0,0,0,0,0,0,0,7
OH,202412,Female,35 to 44,151,40,3,3,13,7,4,2,34682
FL,202411,Total,11 to 14,116,2,0,0,1,0,0,0,31822
IL,202412,Total,35 to 44,408,152,56,9,30,14,11,12,57299
NE,202402,Female,25 to 34,22,2,0,0,0,0,0,0,4341
KY,202406,Female,35 to 44,109,37,11,8,8,1,4,5,13999
PA,202407,Missing,Total,6,0,0,0,0,0,0,0,403
PA,202408,Female,11 to 14,56,1,0,0,0,0,0,0,4676
LA,202408,Female,Total,420,65,7,2,14,1,4,12,125607
NY,202407,Total,55 to 64,890,274,36,11,36,31,1,16,97967
OH,202408,Total,45 to 54,306,90,7,11,15,10,6,3,52206
DC,202406,Male,45 to 54,30,10,0,2,3,3,0,2,1607
MO,202407,Female,15 to 24,85,4,0,1,2,1,1,0,14756
NY,202408,Female,15 to 24,308,8,2,0,1,1,0,4,45424
NJ,202406,Female,35 to 44,141,37,4,2,10,8,1,4,22549
MN,202408,Total,0 to 10,48,2,0,0,2,0,1,0,11790
WV,202406,Total,45 to 54,72,34,5,9,2,1,1,4,11247
ID,202407,Male,25 to 34,33,8,0,4,1,1,0,1,3042
RI,202407,Missing,Missing,0,0,0,0,0,0,0,0,10
AL,202406,Total,11 to 14,28,0,0,0,0,0,0,0,4315
SD,202408,Male,65+,7,0,0,0,0,0,0,0,3696
HI,202407,Missing,65+,0,0,0,0,0,0,0,0,null
RI,202407,Missing,15 to 24,0,0,0,0,0,0,0,0,2
MD,202408,Missing,0 to 10,0,0,0,0,0,0,0,0,3
NV,202406,Male,25 to 34,185,114,1,60,20,2,17,2,8099
WV,202406,Female,Missing,0,0,0,0,0,0,0,0,14
SC,202408,Male,Total,509,161,10,35,34,11,14,7,79993
WV,202408,Male,Total,251,84,11,13,15,3,6,6,43405
OH,202406,Total,Missing,26,1,0,1,0,0,0,0,915
AL,202406,Male,55 to 64,55,18,1,2,9,6,2,3,10725
ME,202408,Missing,0 to 10,1,0,0,0,0,0,0,0,721
NE,202401,Total,45 to 54,27,2,0,0,3,0,3,1,5758
SC,202403,Total,45 to 54,130,38,3,4,2,1,1,6,19354
OH,202404,Missing,0 to 10,0,0,0,0,0,0,0,0,6
KY,202403,Female,Total,603,198,23,12,17,3,10,20,107977
VA,202405,Total,65+,216,48,8,0,3,3,0,3,84042
AZ,202405,Male,0 to 10,36,3,0,2,0,0,0,0,13012
HI,202402,Female,35 to 44,9,3,0,0,0,0,0,2,2581
MD,202404,Male,65+,85,23,4,1,4,3,0,1,20260
NM,202405,Total,Total,563,184,5,42,43,11,13,10,96767
WA,202403,Male,45 to 54,194,123,0,36,11,3,4,1,13133
MT,202403,Male,Missing,0,0,0,0,0,0,0,0,13
VA,202404,Total,55 to 64,198,61,7,1,11,7,3,2,39783
MA,202404,Female,55 to 64,115,35,0,1,2,2,0,3,16245
RI,202405,Missing,35 to 44,0,0,0,0,0,0,0,0,1
MO,202403,Female,0 to 10,8,0,0,0,0,0,0,0,16376
MA,202405,Female,25 to 34,134,42,2,2,8,6,0,4,20383
WI,202402,Female,45 to 54,52,12,0,0,0,0,0,4,13279
HI,202405,Male,Missing,0,0,0,0,0,0,0,0,10
IN,202401,Total,15 to 24,247,44,3,5,7,1,2,4,36797
VA,202405,Female,0 to 10,64,1,0,0,3,0,0,1,16328
TN,202403,Female,Total,1032,289,26,46,60,30,22,38,164958
HI,202405,Female,11 to 14,5,0,0,0,0,0,0,0,608
NM,202502,Total,65+,45,18,0,0,1,0,1,1,19413
PA,202502,Missing,65+,0,0,0,0,0,0,0,0,7
IL,202502,Male,11 to 14,12,0,0,0,0,0,0,0,5579
MA,202502,Total,11 to 14,24,0,0,0,2,0,0,0,5799
VT,202501,Total,0 to 10,11,1,0,0,0,0,0,0,2779
AK,202406,Female,35 to 44,26,8,0,2,2,1,1,0,2432
OR,202501,Male,0 to 10,16,1,0,1,1,0,0,0,8307
DE,202501,Missing,25 to 34,0,0,0,0,0,0,0,0,1
MA,202502,Missing,Total,5,0,0,0,0,0,0,0,62
AZ,202501,Missing,35 to 44,0,0,0,0,0,0,0,0,5
AK,202406,Missing,Missing,1,1,0,0,0,0,0,0,7
VA,202501,Missing,15 to 24,0,0,0,0,0,0,0,0,23
NV,202403,Female,Total,450,141,4,49,16,3,9,12,69477
OH,202502,Male,25 to 34,210,56,7,8,18,5,14,2,23508
ME,202401,Missing,35 to 44,5,3,0,1,0,0,0,0,1304
TN,202401,Total,11 to 14,52,1,0,0,1,0,0,0,6524
OR,202403,Male,55 to 64,62,30,1,2,2,0,1,0,8931
CT,202402,Female,45 to 54,45,14,2,0,1,1,0,2,10840
SC,202401,Total,35 to 44,143,53,9,7,12,5,5,5,23005
GA,202402,Male,Missing,4,1,0,0,0,0,0,0,123
MD,202401,Total,Total,1442,428,35,28,31,21,2,12,185863
MS,202402,Total,35 to 44,64,13,1,5,10,3,4,0,13347
MI,202402,Missing,11 to 14,0,0,0,0,0,0,0,0,5
MD,202401,Total,55 to 64,224,103,10,6,4,4,0,1,24847
PA,202402,Total,25 to 34,540,148,19,13,14,8,4,2,58322
AR,202402,Male,55 to 64,18,3,0,1,1,1,0,0,4883
NH,202402,Missing,45 to 54,0,0,0,0,0,0,0,0,null
MN,202401,Female,35 to 44,26,6,0,0,1,0,0,1,7317
VA,202408,Total,Total,1640,383,41,30,55,31,9,22,339930
VA,202502,Female,45 to 54,80,11,0,1,4,3,1,4,20231
MA,202403,Male,25 to 34,231,104,16,9,8,8,0,1,15354
WY,202402,Male,55 to 64,2,0,0,0,0,0,0,0,652
VA,202412,Total,45 to 54,187,49,11,5,8,5,2,4,37894
WV,202412,Missing,15 to 24,0,0,0,0,0,0,0,0,null
NH,202410,Missing,55 to 64,0,0,0,0,0,0,0,0,3
NH,202411,Missing,65+,0,0,0,0,0,0,0,0,2
MO,202409,Female,65+,23,1,0,0,0,0,0,0,28141
CT,202409,Female,35 to 44,70,24,4,1,3,3,0,2,14050
NH,202409,Male,Missing,0,0,0,0,0,0,0,0,2
AR,202410,Total,65+,50,14,0,0,0,0,0,3,20555
NE,202412,Male,25 to 34,28,4,0,0,1,1,0,1,3024
MA,202410,Male,Missing,17,8,0,1,0,0,0,0,96
MN,202409,Female,55 to 64,55,12,0,0,1,1,0,3,9546
AR,202412,Female,Missing,0,0,0,0,0,0,0,0,12
NH,202410,Male,0 to 10,2,0,0,0,0,0,0,0,2680
DE,202410,Female,11 to 14,15,0,0,0,0,0,0,0,1133
NC,202501,Missing,25 to 34,2,1,0,0,0,0,0,0,28
WA,202501,Total,0 to 10,96,6,0,4,2,0,0,2,32062
RI,202411,Male,25 to 34,16,7,0,0,1,1,0,0,1756
TX,202410,Missing,0 to 10,0,0,0,0,0,0,0,0,30
KY,202412,Total,65+,185,76,0,0,2,0,1,2,51177
NM,202501,Missing,45 to 54,0,0,0,0,0,0,0,0,6
WV,202409,Male,0 to 10,25,0,0,0,0,0,0,0,4503
NV,202409,Missing,0 to 10,0,0,0,0,0,0,0,0,5
DE,202410,Total,Missing,0,0,0,0,0,0,0,0,6
